port,port_id,region,long,lat
Borburata,41211,Spanish Circum-Caribbean,-67.96444,10.44528
Caracas,41212,Spanish Circum-Caribbean,-66.91667,10.5
Cumana,41213,Spanish Circum-Caribbean,-64.16667,10.46667
La Guaira,41214,Spanish Circum-Caribbean,-66.9333,10.6
Margarita,41215,Spanish Circum-Caribbean,-64.08,10.95
Orinoko,41216,Spanish Circum-Caribbean,-60.54,8.86343
Rio de la Hacha,41217,Spanish Circum-Caribbean,-72.90722,11.54444
Darien,41218,Spanish Circum-Caribbean,0.0001235,0.0001235
Nombre de Dios,41219,Spanish Circum-Caribbean,-79.47031,9.58289
Rattan (a) Roatán,41220,British Honduras,-86.529967,16.329761
Puerto Caballo,41221,Spanish Circum-Caribbean,-68.029865,10.469769
Isla de Aves,41222,Spanish Circum-Caribbean,-63.616667,15.683333
Coro,41223,Spanish Circum-Caribbean,-69.67,11.4
Maracaibo,41224,Spanish Circum-Caribbean,-71.61,10.67
Nueva Barcelona,41225,Spanish Circum-Caribbean,-64.69,10.14
"Guayana, Venezuela",41226,Spanish Circum-Caribbean,-61,8.58
Caracas Coast and Tucacas,41227,Spanish Circum-Caribbean,-66.91667,10.5
San Juan de los Cayos,41228,Spanish Circum-Caribbean,-68.4099,11.1738
Trujillo,41252,Spanish Circum-Caribbean,-85.953447,15.911679
"Honduras, port unspecified",41298,Spanish Circum-Caribbean,-86.791901,15.770288
"Spanish Circum-Caribbean,unspecified",41299,Spanish Circum-Caribbean,-75.479426,10.391049
Buenos Aires,42001,Rio de la Plata,-58.380846,-34.574625
Montevideo,42002,Rio de la Plata,-56.17083,-34.85806
Colonia de Sacramento,42003,Rio de la Plata,-57.85,-34.4667
Maldonado,42004,Rio de la Plata,-54.95,-34.9
Río Negro,42005,Rio de la Plata,-62.8141666,-41.0216666
Punta del Este,42007,Rio de la Plata,-54.95,-34.96667
"Rio de la Plata, port unspecified",42099,Rio de la Plata,0,0
Lima,43001,Peru,0,0
"Peru, port unspecified",43099,Peru,0,0
Valparaiso,44001,Chile,-71.6127,-33.0472
Talcahuano,44002,Chile,-73.117,-36.7248
"Ecuador, port unspecified",45099,Ecuador,-79.9224,-2.171
Maranhão,50102,Amazonia,-44.26667,-2.51667
Pará,50103,Amazonia,-48.48333,-1.45
Guajano,50104,Amazonia,0,0
Rio Amazona,50105,Amazonia,0,0
Ceará (port unspecified),50106,Amazonia,-38.492876,-3.803193
Macapá,50107,Amazonia,-51.070535,0.035574
Belém,50108,Amazonia,-48.490197,-1.455779
São Luis,50109,Amazonia,-44.2829,-2.5391
Aracaty,50110,Amazonia,37.7689,4.5612
Tapajé,50111,Amazonia,-,-
"Amazonia, port unspecified",50199,Amazonia,0,0
Pôrto Seguro,50201,Bahia,-39.26418,-16.444167
Rio Real,50202,Bahia,-37.36667,-11.45
Rio São Francisco,50203,Bahia,-38.2604,-9.3319
Taipu,50204,Bahia,-35.6,-5.61667
"Bahia, port unspecified",50299,Bahia,-38.51083,-12.97111
Alagoas province,50301,Pernambuco,-35.85,-9.78362
Ilha de Itamaric ,50302,Pernambuco,-34.85064,-7.75772
Maceió,50303,Pernambuco,-35.72,-9.66667
Catuamo and Maria Farinha,50304,Pernambuco,-34.83333,-7.85
Porto de Galinhas,50305,Pernambuco,-34.88111,-8.05389
Paraíba,50306,Pernambuco,-34.94216,-6.78027
Rio Grande do Norte,50307,Pernambuco,-35.20944,-5.795
Fernando de Noronha,50309,Pernambuco,0,0
Recife,50311,Pernambuco,-34.9286,-8.0522
"Pernambuco, port unspecified",50399,Pernambuco,-34.88111,-8.05389
Baía de Botafogo,50402,Southeast Brazil,-43.23333,-22.9
Baía de Sepetiba,50403,Southeast Brazil,-43.70083,-22.98167
Cabo de Búzios,50404,Southeast Brazil,-41.96,-22.77
Cabo Frio,50405,Southeast Brazil,-42.01667,-22.88333
Campos,50406,Southeast Brazil,-41.3,-21.75
Cananéia,50407,Southeast Brazil,-47.95,-25.0167
Copacabana,50408,Southeast Brazil,-43.18333,-22.96667
Dois Rios,50409,Southeast Brazil,-44.18333,-23.18333
Ilha de Paquetá ,50410,Southeast Brazil,-43.10917,-22.75944
Ilha das Palmas,50411,Southeast Brazil,-45.06,-23.5395
Ilha Grande,50412,Southeast Brazil,-44.23784,-23.15032
Ilha de Lobes,50413,Southeast Brazil,-49.7,-29.33333
Ilha de Marambaia,50414,Southeast Brazil,-43.92694,-22.9993
Macaé,50416,Southeast Brazil,-41.78333,-22.38333
Mangaratiba,50417,Southeast Brazil,-44.03333,-22.95
Maricá,50418,Southeast Brazil,-42.81667,-22.91667
Paranaguá,50419,Southeast Brazil,-48.5,-25.51667
Parati,50420,Southeast Brazil,-44.71667,-23.21667
Ponta Negro,50421,Southeast Brazil,-35.16667,-5.88333
Rio de Janeiro,50422,Southeast Brazil,-43.23333,-22.9
Rio de Janeiro province,50423,Southeast Brazil,-43.57,-23.02
"Rio de Janeiro, Sao Paulo, Santa Catarina",50424,Southeast Brazil,-45.99,-23.79
Rio Grande do Sul Province,50426,Southeast Brazil,-51.2,-30.03333
Rio São Jeso,50427,Southeast Brazil,-46.68908,-24.07233
Santos,50428,Southeast Brazil,-46.33333,-23.95
São Sebastião,50430,Southeast Brazil,-45.41667,-23.8
Santa Catarina,50431,Southeast Brazil,-48.47185,-27.45972
Ubatuba,50433,Southeast Brazil,-45.06667,-23.43333
Vitória,50434,Southeast Brazil,-40.35,-20.31667
Laguna,50435,Southeast Brazil,-48.78,-28.48
Ilha dos Porcos,50436,Southeast Brazil,-41.98333,-22.96667
São Vicente,50437,Southeast Brazil,-46.33333,-23.95
Espírito Santo,50438,Southeast Brazil,-40.29,-20.29
"Southeast Brazil, port unspecified",50499,Southeast Brazil,0,0
"Brazil, port unspecified",50599,Other Brazil,-39.192103,-17.527779
Albreda,60101,Senegambia and offshore Atlantic,-16.38667,13.33444
Arguim,60102,Senegambia and offshore Atlantic,-16.46,20.59569
Bissagos,60103,Senegambia and offshore Atlantic,-16.12037,11.20143
Bissau,60104,Senegambia and offshore Atlantic,-15.58333,11.85
Cacheu,60105,Senegambia and offshore Atlantic,-16.16583,12.27056
Casamance,60106,Senegambia and offshore Atlantic,-16.71318,12.57115
Galam,60107,Senegambia and offshore Atlantic,0,0
Gambia,60108,Senegambia and offshore Atlantic,-16.5775,13.45306
Gorée,60109,Senegambia and offshore Atlantic,-17.39917,14.66861
James Fort,60110,Senegambia and offshore Atlantic,-16.39101,13.30641
"Joal, or Saloum River",60111,Senegambia and offshore Atlantic,-16.83333,14.16667
Oibo,60112,Senegambia and offshore Atlantic,0,0
Portudal,60113,Senegambia and offshore Atlantic,-17.0125,14.43833
Portuguese Guinea,60114,Senegambia and offshore Atlantic,-15.80105,12.24788
Rio Bolola,60115,Senegambia and offshore Atlantic,0,0
Rio Bramiah,60116,Senegambia and offshore Atlantic,0,0
Rio Grande,60117,Senegambia and offshore Atlantic,-15.49403,11.5049
Saint-Louis,60118,Senegambia and offshore Atlantic,-16.5,16.12
French Africa (Goree or Senegal),60119,Senegambia and offshore Atlantic,-16.78333,15.38333
Cape Verde Islands,60126,Senegambia and offshore Atlantic,-22.93875,16.1018
Santa Catarina do Fogo,60127,Senegambia and offshore Atlantic,0,0
Madeira,60128,Senegambia and offshore Atlantic,-16.9,32.63333
Azores,60129,Senegambia and offshore Atlantic,0,0
Canary Islands,60141,Senegambia and offshore Atlantic,-15.7604,28.15108
Tenerife,60142,Senegambia and offshore Atlantic,-16.17164,28.54603
"Senegambia and offshore Atlantic, port unspecified",60199,Senegambia and offshore Atlantic,-16.78333,15.38333
Banana Islands,60201,Sierra Leone,-13.22867,8.10473
Bance Island (Ben's Island),60202,Sierra Leone,-13.00356,8.57051
Ben's Island,60203,Sierra Leone,0,0
Cacandia,60204,Sierra Leone,-14.57,10.78202
Côte de Malaguette (runs through to Cape Palmas on Windward Coast),60205,Sierra Leone,-10.95,5.78306
Delagoa,60206,Sierra Leone,32.71726,-26.21967
Freetown,60207,Sierra Leone,-13.23,8.49
Gallinhas,60208,Sierra Leone,-12.04157,7.26016
Garraway Roads,60209,Sierra Leone,-7.9331,4.4969
Iles de Los,60210,Sierra Leone,-13.79534,9.48039
Iles Plantain,60211,Sierra Leone,-12.98778,7.9125
Rio Nunez,60212,Sierra Leone,-14.6379,10.58216
Rio Pongo,60213,Sierra Leone,-14.06157,10.13756
Scarcies,60214,Sierra Leone,-13.21464,8.93872
Settra Kou,60216,Sierra Leone,-8.84583,4.89917
Sherbro,60217,Sierra Leone,-12.70415,7.57325
Siraboom,60218,Sierra Leone,0,0
Sugary (Siekere),60219,Sierra Leone,-11.39,6.84667
Sierra Leone estuary,60220,Sierra Leone,-13.17066,6.49613
Mano,60241,Sierra Leone,-11.28333,6.98333
River Kissey,60242,Sierra Leone,-13.1204,8.50013
"Sierra Leone, port unspecified",60299,Sierra Leone,-13.23,8.3
Barason,60301,Windward Coast,0,0
Bassa,60302,Windward Coast,-10.14983,5.98
Batoa,60303,Windward Coast,0,0
Bercou,60304,Windward Coast,0,0
Cap des Palmes,60305,Windward Coast,0,0
Cape Mount (Cape Grand Mount),60306,Windward Coast,-11.30905,6.70407
Cape Petit Mount,60307,Windward Coast,-11.17771,6.64697
Cape Grand Mount,60308,Windward Coast,-11.35807,6.73776
Cape Lahou,60309,Windward Coast,-5.02417,5.13667
Cess,60310,Windward Coast,-9.48292,5.35661
Grand Cess,60311,Windward Coast,-8.22,4.57139
Petit Cess,60312,Windward Coast,0,0
Dembia,60313,Windward Coast,0,0
Drouin,60314,Windward Coast,-6.15,4.91667
Grand Bassa,60315,Windward Coast,-10.0625,5.91111
Little Bassa,60316,Windward Coast,-10.15,5.97111
Grand Bassam,60317,Windward Coast,-3.735,5.20194
Grand Junk,60318,Windward Coast,-10.65381,6.23689
Little Junk,60319,Windward Coast,-10.47533,6.19013
Grand Mesurado,60321,Windward Coast,-10.80919,6.31912
Petit Mesurado,60322,Windward Coast,-10.81224,6.41855
Rio Assini,60324,Windward Coast,-3.28,5.12361
Rio Cavalie,60325,Windward Coast,0,0
Rio Sinou,60326,Windward Coast,0,0
River Kissey,60327,Windward Coast,-13.1204,8.50013
Sassandra,60328,Windward Coast,-6.08333,4.95
Grand Sestos,60329,Windward Coast,-10.03414,5.85183
Rock Sestos,60330,Windward Coast,-10.03414,5.85183
St. Paul,60331,Windward Coast,-10.79246,6.38
Tabou,60332,Windward Coast,-7.35,4.41667
Trade Town,60333,Windward Coast,-9.85,5.8
Liberia,60334,Windward Coast,-10.77972,6.3175
Ivory Coast,60335,Windward Coast,-4.88,5.16595
Young Sestos,60336,Windward Coast,0,0
Little Sestos,60337,Windward Coast,0,0
Kru Settra,60338,Windward Coast,0,0
Cape Palmas,60339,Windward Coast,0,0
Settra Kru,60340,Windward Coast,0,0
"Windward Coast, port unspecified",60399,Windward Coast,-11.30905,6.70407
Danish Gold Coast,60402,Gold Coast,-0.1993,5.54189
Acoda (Akka or Acquida),60403,Gold Coast,0,0
Accra,60404,Gold Coast,-0.21667,5.55
Alampo,60405,Gold Coast,-0.9159,5.29074
Anomabu and Apam,60407,Gold Coast,0,0
Anomabu,60408,Gold Coast,-1.1167,5.1667
Apammin,60409,Gold Coast,-0.73333,5.28333
Apollonia,60410,Gold Coast,-2.36472,4.93489
Axim,60411,Gold Coast,-2.24139,4.86833
Cape Coast Castle,60412,Gold Coast,-1.11662,5.18251
Chama,60413,Gold Coast,0,0
Christiansborg,60414,Gold Coast,-0.18333,5.55
Elmina,60415,Gold Coast,-1.35,5.08333
Eva,60416,Gold Coast,0,0
Kormantine,60417,Gold Coast,-1.08333,5.2
Lagoo,60418,Gold Coast,0,0
Mouree,60419,Gold Coast,-1.15828,5.16328
Ningo,60420,Gold Coast,0,0
Rio Volta,60421,Gold Coast,0,0
Sekondi,60422,Gold Coast,0,0
Siekere,60423,Gold Coast,0,0
Tantumquerry,60424,Gold Coast,0,0
Wiamba,60425,Gold Coast,-0.61667,5.33333
Gold Coast from Kormatine to Accra,60426,Gold Coast,-0.56,5.35784
Gold Coast east of Kormantine,60427,Gold Coast,-0.56,5.35784
Pokesoe (Princes Town),60428,Gold Coast,-2.13472,4.79361
Boutry,60429,Gold Coast,0,0
Takoradi,60431,Gold Coast,-1.740633,4.884592
"Gold Coast, port unspecified",60499,Gold Coast,-1.0992,5.19077
Benin,60501,Bight of Benin,5.6145,6.3176
Costa da Mina,60502,Bight of Benin,0,0
Aghway,60503,Bight of Benin,1.48,6.19889
Agora,60504,Bight of Benin,0,0
Amokou,60505,Bight of Benin,0,0
Ardra,60506,Bight of Benin,2.2,6.4
Badagry/Apa,60507,Bight of Benin,3.05,6.41667
Dixcove,60508,Bight of Benin,-1.95,4.8
Epe,60509,Bight of Benin,2.88333,6.41667
Popo,60510,Bight of Benin,1.69,6.26333
Little Popo,60511,Bight of Benin,1.6,6.23333
Grand Popo,60512,Bight of Benin,1.83333,6.28333
Ife,60513,Bight of Benin,0,0
Jacquin,60514,Bight of Benin,2.51364,6.36984
Whydah,60515,Bight of Benin,2.08333,6.36667
Keta,60516,Bight of Benin,0.98333,5.91667
"Lagos, Onim",60517,Bight of Benin,3.39583,6.45306
Lamo River,60518,Bight of Benin,0,0
Lay,60519,Bight of Benin,0,0
Legas,60520,Bight of Benin,0,0
Oerê,60521,Bight of Benin,5.08,5.75
Pataquery,60522,Bight of Benin,0,0
Porto Novo,60523,Bight of Benin,2.61667,6.48333
Rio Forcados,60524,Bight of Benin,5.28,5.38641
Rio Nazareth,60525,Bight of Benin,0,0
Rio Nun,60526,Bight of Benin,6.04958,4.31328
"Bristol Island, Nazareth",60530,Bight of Benin,0,0
"Bight of Benin, port unspecified",60599,Bight of Benin,2.08333,6.36667
Andony,60601,Bight of Biafra and Gulf of Guinea islands,7.19,4.47865
Barabalemo,60602,Bight of Biafra and Gulf of Guinea islands,0,0
Bilbay,60603,Bight of Biafra and Gulf of Guinea islands,0,0
Bimbia,60604,Bight of Biafra and Gulf of Guinea islands,9.245,3.95444
Bonny,60605,Bight of Biafra and Gulf of Guinea islands,7.16667,4.43333
Bundy,60607,Bight of Biafra and Gulf of Guinea islands,0,0
Calabar,60608,Bight of Biafra and Gulf of Guinea islands,8.31667,4.95
Cameroons,60609,Bight of Biafra and Gulf of Guinea islands,9.58062,3.91309
Cameroons River,60610,Bight of Biafra and Gulf of Guinea islands,9.58062,3.91309
Cape Baxos,60611,Bight of Biafra and Gulf of Guinea islands,0,0
Cap Lopez,60612,Bight of Biafra and Gulf of Guinea islands,8.71155,-0.6254
Cap Lopez And Cabo Santa Catarina,60613,Bight of Biafra and Gulf of Guinea islands,8.71155,-0.6254
Cape Lopez and Annobon,60614,Bight of Biafra and Gulf of Guinea islands,0,0
Corisco,60615,Bight of Biafra and Gulf of Guinea islands,9.31701,0.91457
Corisco and Princes Island,60616,Bight of Biafra and Gulf of Guinea islands,7.4405,1.56285
Fockey,60617,Bight of Biafra and Gulf of Guinea islands,0,0
Forke,60618,Bight of Biafra and Gulf of Guinea islands,0,0
Formosa,60619,Bight of Biafra and Gulf of Guinea islands,6.02588,4.31221
Gabon,60620,Bight of Biafra and Gulf of Guinea islands,9.89337,0.20739
Liverpool River,60621,Bight of Biafra and Gulf of Guinea islands,0,0
New Calabar,60622,Bight of Biafra and Gulf of Guinea islands,6.9758,4.5742
Quaqua,60623,Bight of Biafra and Gulf of Guinea islands,0,0
River Brass,60624,Bight of Biafra and Gulf of Guinea islands,6.50705,4.32939
River del Rey,60625,Bight of Biafra and Gulf of Guinea islands,8.65,4.73333
Timbeys,60626,Bight of Biafra and Gulf of Guinea islands,0,0
Rio Nazareth,60627,Bight of Biafra and Gulf of Guinea islands,0,0
Calabary,60628,Bight of Biafra and Gulf of Guinea islands,8.31,4.17
Gulf of Guinea islands,60660,Bight of Biafra and Gulf of Guinea islands,0,0
Annobon,60661,Bight of Biafra and Gulf of Guinea islands,-1.40139,5.6325
Epee and Princes Islands,60662,Bight of Biafra and Gulf of Guinea islands,0,0
Fernando Po,60663,Bight of Biafra and Gulf of Guinea islands,8.7,3.49
Fernando Po and Cameroons,60664,Bight of Biafra and Gulf of Guinea islands,0,0
Fernando Po and Princes Islands,60665,Bight of Biafra and Gulf of Guinea islands,0,0
Juda and Princes Islands,60666,Bight of Biafra and Gulf of Guinea islands,0,0
"Juda, Epee, Princes Island, and Annobon",60667,Bight of Biafra and Gulf of Guinea islands,0,0
Princes Island,60668,Bight of Biafra and Gulf of Guinea islands,7.35,1.56667
Princes Island and Annobon,60669,Bight of Biafra and Gulf of Guinea islands,0,0
Princes Island and Cape Lopez,60670,Bight of Biafra and Gulf of Guinea islands,0,0
Princes Island and São Tomé,60671,Bight of Biafra and Gulf of Guinea islands,6.54352,0.25574
"Principe, Cap Lopez, Annobon",60672,Bight of Biafra and Gulf of Guinea islands,0,0
São Tomé,60673,Bight of Biafra and Gulf of Guinea islands,6.73333,0.33333
São Tomé and Annobon,60674,Bight of Biafra and Gulf of Guinea islands,0,0
São Tomé and Cape Lopez,60675,Bight of Biafra and Gulf of Guinea islands,0,0
São Tomé or Princes Island,60676,Bight of Biafra and Gulf of Guinea islands,6.65947,0.1861
Costa de Africa (mainland coast around S Tome/Principe),60677,Bight of Biafra and Gulf of Guinea islands,0,0
"Bight of Biafra and Gulf of Guinea Islands, port unspecified",60699,Bight of Biafra and Gulf of Guinea islands,7.16667,4.43333
Alecuba,60701,West Central Africa and St. Helena,0,0
Ambona,60702,West Central Africa and St. Helena,0,0
Ambriz,60703,West Central Africa and St. Helena,13.11667,-7.85
Ambrizete,60704,West Central Africa and St. Helena,12.87,-7.23333
"Barra de Cariba, Luanda",60705,West Central Africa and St. Helena,0,0
Bengo,60706,West Central Africa and St. Helena,0,0
Benguela,60707,West Central Africa and St. Helena,13.40722,-12.57833
Benguela Velho,60708,West Central Africa and St. Helena,13.75,-10.7333
Boary,60709,West Central Africa and St. Helena,11.84143,-4.72646
Bomara,60710,West Central Africa and St. Helena,0,0
Cabinda,60711,West Central Africa and St. Helena,12.2,-5.55
Cabo Lopo Gonçalves,60712,West Central Africa and St. Helena,0,0
Cape Mole,60713,West Central Africa and St. Helena,0,0
Cape Padroon,60714,West Central Africa and St. Helena,0,0
Coanza River,60715,West Central Africa and St. Helena,13.17567,-9.31811
Congo North,60716,West Central Africa and St. Helena,10.38,-3.15469
Congo River,60717,West Central Africa and St. Helena,12.97111,-5.89462
Rio Zaire,60718,West Central Africa and St. Helena,12.97111,-5.89462
Grenada Point,60719,West Central Africa and St. Helena,0,0
Iron Point,60720,West Central Africa and St. Helena,0,0
Kacongo,60721,West Central Africa and St. Helena,0,0
Kilongo,60722,West Central Africa and St. Helena,11.34972,-4.10972
Liverpool River,60723,West Central Africa and St. Helena,0,0
Loango,60724,West Central Africa and St. Helena,11.8125,-4.65194
Malembo,60725,West Central Africa and St. Helena,12.18333,-5.33333
Mayumba,60726,West Central Africa and St. Helena,10.65,-3.41667
Metrueba,60727,West Central Africa and St. Helena,0,0
"Mossulo, Luanda",60728,West Central Africa and St. Helena,0,0
Mpinda,60729,West Central Africa and St. Helena,12.51353,-6.137
Nova Redonda,60730,West Central Africa and St. Helena,13.83333,-11.2
Penido,60731,West Central Africa and St. Helena,0,0
Quicombo,60732,West Central Africa and St. Helena,13.81667,-11.31667
Salinas,60733,West Central Africa and St. Helena,13.35028,-12.61444
Luanda,60734,West Central Africa and St. Helena,13.23444,-8.83833
Rio Dande (N of Luanda),60735,West Central Africa and St. Helena,13.35,-8.46667
St. Helena,60740,West Central Africa and St. Helena,-5.42,-15.57
Soyo,60741,West Central Africa and St. Helena,12.3709,-6.12996
"Ponta da Lenha, Congo River",60742,West Central Africa and St. Helena,-6.035625,12.805306
"West Central Africa and St. Helena, port unspecified",60799,West Central Africa and St. Helena,13.23444,-8.83833
Anghoza River,60801,Southeast Africa and Indian Ocean islands,0,0
Cabo Delgado,60802,Southeast Africa and Indian Ocean islands,0,0
Cape of Good Hope,60803,Southeast Africa and Indian Ocean islands,18.38333,-34.1
Costa Leste Occidental,60805,Southeast Africa and Indian Ocean islands,0,0
Ibo,60806,Southeast Africa and Indian Ocean islands,40.58333,-12.33333
Inhambane,60807,Southeast Africa and Indian Ocean islands,35.38333,-23.865
Quirimba,60808,Southeast Africa and Indian Ocean islands,40.61306,-12.43028
Kilwa,60809,Southeast Africa and Indian Ocean islands,39.4,-8.75
Lourenço Marques,60810,Southeast Africa and Indian Ocean islands,32.58917,-25.96528
Madagascar,60811,Southeast Africa and Indian Ocean islands,43.954497,-24.789244
Mauratan,60812,Southeast Africa and Indian Ocean islands,0,0
Morondova,60813,Southeast Africa and Indian Ocean islands,0,0
Port Dauphin,60814,Southeast Africa and Indian Ocean islands,0,0
St. Mary's Island,60815,Southeast Africa and Indian Ocean islands,0,0
Tulia,60816,Southeast Africa and Indian Ocean islands,0,0
Mocambo,60817,Southeast Africa and Indian Ocean islands,0,0
Momboza or Zanzibar,60819,Southeast Africa and Indian Ocean islands,0,0
Mozambique,60820,Southeast Africa and Indian Ocean islands,40.73576,-15.03846
"Pomba, Monfia",60821,Southeast Africa and Indian Ocean islands,0,0
Quilimane,60822,Southeast Africa and Indian Ocean islands,36.88833,-17.87861
Sofala,60823,Southeast Africa and Indian Ocean islands,34.73167,-20.155
St. Lawrence,60824,Southeast Africa and Indian Ocean islands,0,0
Zanzibar,60826,Southeast Africa and Indian Ocean islands,39.18333,-6.16667
Mascarene Islands,60831,Southeast Africa and Indian Ocean islands,56.64221,-20.77758
Bourbon,60832,Southeast Africa and Indian Ocean islands,0,0
Ile de France,60833,Southeast Africa and Indian Ocean islands,57.56025,-20.32864
Port-Louis,60834,Southeast Africa and Indian Ocean islands,0,0
Johanna Island,60836,Southeast Africa and Indian Ocean islands,44.42,-12.22
Mauritius (Ile de France),60837,Southeast Africa and Indian Ocean islands,0,0
"Ascension, Assomption, and Bourbon",60838,Southeast Africa and Indian Ocean islands,0,0
"Southeast Africa and Indian Ocean islands, port unspecified",60899,Southeast Africa and Indian Ocean islands,39.51,-17.14
Princes Island and Elmina,60901,Other Africa,0,0
Angola (possibly New Calabar),60902,Other Africa,0,0
Senegambia or Sierra Leone,60903,Other Africa,0,0
West of Cape Apolonia,60908,Other Africa,0,0
Angola to Ardra,60909,Other Africa,0,0
Windward + Ivory + Gold + Benin,60912,Other Africa,0,0
C.C. Castle and Windward,60913,Other Africa,0,0
Gold Coast + Bight of Benin + Bight of Biafra,60914,Other Africa,0,0
Bights,60915,Other Africa,5.99,4.26565
Windward Coast (Nunez - Assini),60916,Other Africa,0,0
"Gold Coast, Fr. definition",60917,Other Africa,0,0
Causacoo (location undetermined),60981,Other Africa,0,0
Cape St Martha (location undetermined),60982,Other Africa,0,0
Casnasonis (location undetermined),60983,Other Africa,0,0
Massa (location undetermined),60984,Other Africa,0,0
Touau-Toro (location undetermined),60985,Other Africa,0,0
Cape Logas (location undetermined),60986,Other Africa,0,0
"Africa., port unspecified",60999,Other Africa,9.343897,0.054033
"East Indies, port unspecified",80199,East Indies,0,0
"Americas, region unspecified",80200,Americas,0,0
"Guecka, location undetermined",80201,Americas,0.0001235,0.0001235
"Rocus, location undetermined",80202,Americas,0.0001235,0.0001235
"Kalas, location undetermined",80203,Americas,0.0001235,0.0001235
"Imfors Bay, location undetermined",80204,Americas,0.0001235,0.0001235
"Marrader (Morada?), location undetermined",80205,Americas,0.0001235,0.0001235
"Americas, port unspecified",80299,Americas,0,0
"Asia e Africa, port unspecified",80399,Asia e Africa,0,0
"Spanish American Mainland, port unspecified",80401,Spanish Americas,0.0001235,0.0001235
"Spanish Americas, port unspecified",80499,Spanish Americas,-75.479426,10.391049
"Kingston, Savannah, Maryland",80501,British Americas,0,0
"British Americas, port unspecified",80599,British Americas,0,0
Bengal,80601,India,-77.45,18.45
Goa,80602,India,0,0
Calcutta,80603,India,0,0
Basse Indres,80604,India,-1.67,47.2
"India, port unspecified",80699,India,0,0
British plantations,80703,Non-geographical,0,0
Non-British,80704,Non-geographical,0,0
Captured by WIC,80705,Non-geographical,0,0
Captured interloper,80706,Non-geographical,0,0
Prize (unknown place),80707,Non-geographical,0,0
Prize (taken from Dutch),80708,Non-geographical,0,0
Prize (taken from French),80709,Non-geographical,0,0
Prize (taken from Spanish),80710,Non-geographical,0,0
Sold at sea to another vessel,80711,Non-geographical,0,0
wreck,80712,Non-geographical,0,0
Slaves rescued at sea from a shipwreck,80713,Non-geographical,0.0001235,0.0001235
Prize (taken from Portuguese),80714,Non-geographical,0.0001235,0.0001235
Prize (taken from USA),80715,Non-geographical,0.0001235,0.0001235
Taken at sea from pirates,80716,Non-geographical,0.0001235,0.0001235
Seized at sea by Spanish officials,80717,Non-geographical,0.0001235,0.0001235
"Other, non Geographical",80799,Non-geographical,0.0001235,0.0001235
